"age","workclass","fnlwgt","education","educationnum","maritalstatus","occupation","relationship","race","sex","capitalgain","capitalloss","hoursperweek","nativecountry","income","native.country"
31," Private",125457," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"," United-States"
29," Local-gov",92262," HS-grad",9," Never-married"," Protective-serv"," Own-child"," White"," Male",0,0,48," United-States"," <=50K"," United-States"
41," Private",195124," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,35," Dominican-Republic"," <=50K"," Dominican-Republic"
26," Private",167350," HS-grad",9," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,30," United-States"," <=50K"," United-States"
24," Private",140027," Some-college",10," Never-married"," Machine-op-inspct"," Own-child"," Black"," Female",0,0,45," United-States"," <=50K"," United-States"
42," Private",262425," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
19," Private",475028," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"," United-States"
31," Private",243605," Bachelors",13," Widowed"," Sales"," Unmarried"," White"," Female",0,1380,40," Cuba"," <=50K"," Cuba"
46," Private",295566," Doctorate",16," Divorced"," Prof-specialty"," Unmarried"," White"," Female",25236,0,65," United-States"," >50K"," United-States"
33," Private",194141," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
65," Self-emp-not-inc",118474," 11th",7," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",9386,0,59," ?"," >50K"," ?"
23," Private",352139," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,24," United-States"," <=50K"," United-States"
55," Private",173093," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,40," United-States"," <=50K"," United-States"
19," Private",192453," Some-college",10," Never-married"," Other-service"," Other-relative"," White"," Female",0,0,25," United-States"," <=50K"," United-States"
17," Private",316929," 12th",8," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"," United-States"
58," Self-emp-not-inc",87510," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
23," Private",145111," HS-grad",9," Never-married"," Transport-moving"," Unmarried"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
33," Local-gov",120064," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"," United-States"
34," Local-gov",119411," HS-grad",9," Divorced"," Protective-serv"," Unmarried"," White"," Male",0,0,40," Portugal"," <=50K"," Portugal"
31," State-gov",301526," Some-college",10," Married-spouse-absent"," Other-service"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
36," Private",51838," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
28," Private",196690," Assoc-voc",11," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,1669,42," United-States"," <=50K"," United-States"
21," ?",149704," HS-grad",9," Never-married"," ?"," Not-in-family"," White"," Female",1055,0,40," United-States"," <=50K"," United-States"
18," ?",196061," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,33," United-States"," <=50K"," United-States"
60," Private",31577," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States"," >50K"," United-States"
46," Private",90758," Masters",14," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,35," United-States"," >50K"," United-States"
68," Self-emp-not-inc",315859," 11th",7," Never-married"," Farming-fishing"," Unmarried"," White"," Male",0,0,20," United-States"," <=50K"," United-States"
31," Private",51471," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,38," United-States"," <=50K"," United-States"
64," Private",270333," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
56," Private",186556," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," >50K"," United-States"
47," Private",191277," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," >50K"," United-States"
30," Private",129227," HS-grad",9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
43," Private",233130," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,25," United-States"," <=50K"," United-States"
17," Private",198124," 11th",7," Never-married"," Sales"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"," United-States"
35," Private",135162," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
43," Private",102895," Some-college",10," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
37," Private",86551," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"," United-States"
31," Private",118966," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,18," United-States"," <=50K"," United-States"
59," Private",142182," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
49," Private",38563," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,56," United-States"," >50K"," United-States"
18," Private",216284," 11th",7," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"," United-States"
43," Private",191547," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"," Mexico"
28," Self-emp-inc",142712," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,70," United-States"," <=50K"," United-States"
33," Private",80945," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
23," Private",153044," HS-grad",9," Never-married"," Handlers-cleaners"," Unmarried"," Black"," Female",0,0,7," United-States"," <=50K"," United-States"
49," Private",72393," 9th",5," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
33," Private",258498," Some-college",10," Married-civ-spouse"," Craft-repair"," Wife"," White"," Female",0,0,60," United-States"," <=50K"," United-States"
33," Self-emp-inc",155781," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," ?"," <=50K"," ?"
35," Self-emp-not-inc",372525," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
28," Private",164170," Assoc-voc",11," Married-civ-spouse"," Adm-clerical"," Wife"," Asian-Pac-Islander"," Female",0,0,40," India"," <=50K"," India"
30," Private",87418," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"," United-States"
63," Local-gov",28856," 7th-8th",4," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,55," United-States"," <=50K"," United-States"
51," Self-emp-not-inc",175897," 9th",5," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,20," United-States"," <=50K"," United-States"
27," ?",90270," Assoc-acdm",12," Married-civ-spouse"," ?"," Own-child"," Amer-Indian-Eskimo"," Male",0,0,40," United-States"," <=50K"," United-States"
37," Private",211154," Some-college",10," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,52," United-States"," <=50K"," United-States"
37," Self-emp-not-inc",168496," HS-grad",9," Divorced"," Handlers-cleaners"," Own-child"," White"," Male",0,0,10," United-States"," <=50K"," United-States"
53," Self-emp-not-inc",311020," 10th",6," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," United-States"
38," Private",97083," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",0,0,40," United-States"," <=50K"," United-States"
22," Private",91842," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,42," United-States"," <=50K"," United-States"
51," Local-gov",241843," Preschool",1," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
31," Private",111567," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," >50K"," United-States"
18," Private",293227," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"," United-States"
36," Self-emp-inc",108293," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,1977,45," United-States"," >50K"," United-States"
51," Private",269080," 7th-8th",4," Widowed"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"," United-States"
20," Private",323573," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"," United-States"
35," Self-emp-inc",368825," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States"," >50K"," United-States"
55," Self-emp-not-inc",189721," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,20," United-States"," <=50K"," United-States"
36," ?",94954," Assoc-voc",11," Widowed"," ?"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"," United-States"
28," Private",161538," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"," United-States"
78," Private",182977," HS-grad",9," Widowed"," Other-service"," Not-in-family"," Black"," Female",2964,0,40," United-States"," <=50K"," United-States"
45," Local-gov",318280," HS-grad",9," Widowed"," Protective-serv"," Not-in-family"," White"," Male",0,0,40," United-States"," >50K"," United-States"
41," Private",349221," HS-grad",9," Never-married"," Craft-repair"," Own-child"," Black"," Female",0,0,35," United-States"," <=50K"," United-States"
44," Private",126701," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
46," Private",187370," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,1504,40," United-States"," <=50K"," United-States"
41," Private",194636," Assoc-voc",11," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
50," Self-emp-not-inc",124793," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,30," United-States"," <=50K"," United-States"
54," Self-emp-not-inc",123011," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",15024,0,52," United-States"," >50K"," United-States"
42," Private",118494," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,44," United-States"," >50K"," United-States"
48," Local-gov",123075," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States"," >50K"," United-States"
34," Private",33117," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
56," Private",169133," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,50," Yugoslavia"," <=50K"," Yugoslavia"
48," Self-emp-inc",138370," Masters",14," Married-spouse-absent"," Sales"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,50," India"," <=50K"," India"
34," Private",289984," HS-grad",9," Divorced"," Priv-house-serv"," Unmarried"," Black"," Female",0,0,30," United-States"," <=50K"," United-States"
34," ?",164309," 11th",7," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,8," United-States"," <=50K"," United-States"
23," Private",137994," Some-college",10," Never-married"," Machine-op-inspct"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"," United-States"
44," Private",167005," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,60," United-States"," >50K"," United-States"
24," Private",34446," Some-college",10," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,37," United-States"," <=50K"," United-States"
28," Private",187160," Prof-school",15," Divorced"," Prof-specialty"," Unmarried"," White"," Male",0,0,55," United-States"," <=50K"," United-States"
23," Private",217961," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
20," Private",74631," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"," United-States"
53," Self-emp-not-inc",263925," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," Canada"," >50K"," Canada"
30," Private",296453," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",7298,0,40," United-States"," >50K"," United-States"
